NC_046361.1	704628	704872	1	-0.101818	11	0.097	0.078	0.45242	0.55424
NC_046361.1	1586981	1587053	1	-0.255439	19	4.9e-08	0.00019	0.28526	0.5407
NC_046361.1	5411834	5411929	0.0007	-0.352222	18	1.1e-08	1e-08	0.56426	0.91648
NC_046361.1	5420132	5420227	0.00041	-0.357778	18	8.2e-09	5.9e-09	0.56426	0.92204
NC_046361.1	7535205	7535306	1	-0.219667	10	0.00026	0.013	0.2	0.41967
NC_046361.1	7535307	7535343	1	-0.454333	10	2.2e-06	0.00012	0.24633	0.70067
NC_046361.1	10250224	10250252	1	-0.103333	10	0.044	0.074	0.861	0.96433
NC_046361.1	19406348	19406578	1	-0.273667	10	0.0068	0.074	0.546	0.81967
NC_046361.1	20085627	20086256	1	-0.127500	12	0.0027	0.017	0.66778	0.79528
NC_046361.1	24573169	24573219	1	-0.244333	10	0.00071	0.013	0.22633	0.47067
NC_046361.1	25138563	25139202	1	-0.142000	10	0.024	0.13	0.68233	0.82433
NC_046361.1	29200245	29200386	1	-0.125667	10	0.11	0.1	0.763	0.88867
NC_046361.1	38141926	38142067	1	0.109667	10	0.018	0.038	0.91667	0.807
NC_046361.1	38488463	38488527	1	-0.148000	10	4.5e-05	7.2e-05	0.009	0.157
NC_046361.1	38980945	38981203	1	-0.241026	13	0.00096	0.01	0.18974	0.43077
NC_046361.1	38983121	38983379	1	-0.247179	13	0.0012	0.014	0.19795	0.44513
NC_046361.1	41996976	41997341	0.46	-0.434762	14	1.3e-07	6.6e-06	0.089524	0.52429
NC_046362.1	2433472	2433738	1	0.114667	10	0.0019	0.038	0.935	0.82033
NC_046362.1	2466565	2466812	1	0.133667	10	0.0014	0.0024	0.87933	0.74567
NC_046362.1	7746164	7746228	1	-0.140333	10	5.4e-05	0.00012	0.009	0.14933
NC_046362.1	18431954	18432128	1	-0.197000	10	0.038	0.073	0.62933	0.82633
NC_046362.1	20321630	20321965	1	-0.408333	10	0.0013	0.00087	0.41267	0.821
NC_046362.1	20816708	20816940	1	-0.142667	10	0.42	0.46	0.56267	0.70533
NC_046362.1	24080919	24081015	1	-0.242000	25	4.2e-08	0.00029	0.18213	0.42413
NC_046362.1	24575493	24575593	0.064	-0.289474	19	0.00014	9.1e-07	0.61667	0.90614
NC_046362.1	24584021	24584121	0.064	-0.289649	19	0.00014	9.1e-07	0.61667	0.90632
NC_046362.1	31439847	31440010	1	-0.161667	10	0.018	0.13	0.28233	0.444
NC_046362.1	36724775	36724927	1	-0.266061	11	0.02	0.015	0.49545	0.76152
NC_046362.1	37647880	37647961	1	0.170606	11	0.00026	0.002	0.87394	0.70333
NC_046362.1	38550468	38550624	1	0.119667	10	0.025	0.027	0.89867	0.779
NC_046362.1	39864318	39864358	1	-0.173667	10	0.00088	0.00021	0.639	0.81267
NC_046363.1	387862	387972	1	-0.293333	12	8.6e-07	0.0002	0.29667	0.59
NC_046363.1	505721	505787	1	-0.185897	13	0.0035	0.0098	0.33359	0.51949
NC_046363.1	1889218	1889360	1	-0.160303	11	0.15	0.18	0.78394	0.94424
NC_046363.1	5828548	5828717	1	0.244524	14	8e-06	2.8e-05	0.87595	0.63143
NC_046363.1	5932513	5932575	1	0.193333	13	0.0013	0.01	0.82692	0.63359
NC_046363.1	7938257	7938338	1	-0.138889	12	0.036	0.18	0.82528	0.96417
NC_046363.1	10187309	10187586	1	-0.123077	13	0.1	0.028	0.72513	0.84821
NC_046363.1	11791977	11792090	1	0.123889	12	4.8e-05	0.00033	0.98833	0.86444
NC_046363.1	12439050	12439339	1	-0.147333	10	0.0065	0.05	0.32133	0.46867
NC_046363.1	12723084	12723122	1	0.230333	10	1.6e-05	2.1e-05	0.89233	0.662
NC_046363.1	16431931	16432167	1	-0.117333	10	0.28	0.29	0.78233	0.89967
NC_046363.1	18416675	18417021	1	-0.147667	10	0.18	0.13	0.61667	0.76433
NC_046363.1	23882656	23883008	1	0.165667	10	0.00029	0.0036	0.91167	0.746
NC_046363.1	24254479	24254547	1	-0.346000	10	0.00041	0.00021	0.054	0.4
NC_046363.1	25603827	25603851	1	-0.109333	10	0.079	0.29	0.843	0.95233
NC_046363.1	30128986	30129145	1	0.190333	10	0.095	0.026	0.473	0.28267
NC_046363.1	30968483	30968625	1	-0.119333	10	0.94	0.45	0.11267	0.232
NC_046363.1	31504377	31504479	1	-0.103333	10	0.003	0.0024	0.070667	0.174
NC_046363.1	41094078	41094243	1	-0.125000	10	0.11	0.098	0.595	0.72
NC_046363.1	42540364	42540448	1	-0.202333	10	0.095	0.13	0.67567	0.878
NC_046363.1	44248731	44248769	1	-0.237000	10	0.00079	0.013	0.256	0.493
NC_046363.1	45824156	45824412	1	-0.108485	11	0.01	0.058	0.047273	0.15576
NC_046364.1	989300	989402	1	-0.107000	10	0.089	0.29	0.111	0.218
NC_046364.1	2421536	2421575	1	-0.370000	12	9.6e-06	4.8e-05	0.52861	0.89861
NC_046364.1	2429879	2429918	1	-0.370000	12	9.6e-06	4.8e-05	0.52861	0.89861
NC_046364.1	2625879	2626095	1	-0.147333	10	0.11	0.37	0.754	0.90133
NC_046364.1	7799709	7799870	1	-0.328667	10	0.006	0.0084	0.47733	0.806
NC_046364.1	11040213	11040938	1	-0.151190	14	0.067	0.17	0.59548	0.74667
NC_046364.1	11267530	11267791	1	-0.120667	10	0.0052	0.0057	0.66833	0.789
NC_046364.1	12871961	12872384	1	-0.213889	12	0.03	0.032	0.50111	0.715
NC_046364.1	13160947	13161256	1	-0.155417	16	0.00022	4e-05	0.15646	0.31187
NC_046364.1	13166044	13166353	0.67	-0.210769	13	2.2e-06	9.6e-06	0.041026	0.25179
NC_046364.1	21297480	21297626	1	-0.183333	10	0.46	0.074	0.55833	0.74167
NC_046364.1	22744644	22744734	1	-0.420000	10	1.7e-06	7e-05	0.46733	0.88733
NC_046364.1	22745759	22746448	1	0.155625	16	0.00067	0.0026	0.83208	0.67646
NC_046364.1	27339861	27340039	1	0.403333	15	5.6e-06	4.3e-05	0.73556	0.33222
NC_046364.1	33675468	33675516	1	-0.320556	12	0.0032	0.013	0.49	0.81056
NC_046364.1	40956108	40956146	1	-0.221000	10	0.0014	0.013	0.25767	0.47867
NC_046365.1	161009	161323	1	-0.156944	12	0.077	0.18	0.54556	0.7025
NC_046365.1	812138	812386	1	-0.108667	10	0.55	0.46	0.702	0.81067
NC_046365.1	1589108	1589183	1	-0.116667	12	0.16	0.023	0.78639	0.90306
NC_046365.1	2123133	2123336	1	0.114667	10	0.0013	0.0024	0.98667	0.872
NC_046365.1	4901234	4901475	1	-0.186000	10	0.21	0.23	0.64367	0.82967
NC_046365.1	15020929	15020962	0.0043	-0.424667	10	3.7e-06	6.1e-08	0.44467	0.86933
NC_046365.1	15029545	15029578	0.0043	-0.424667	10	3.7e-06	6.1e-08	0.44467	0.86933
NC_046365.1	15876483	15876797	1	0.111000	10	0.033	0.0052	0.73067	0.61967
NC_046365.1	17224944	17225077	1	-0.178000	10	0.0016	0.0023	0.045667	0.22367
NC_046365.1	21613751	21613807	1	-0.196389	12	0.0027	0.0028	0.045833	0.24222
NC_046365.1	21966778	21967027	1	-0.235667	10	0.0028	0.0037	0.56033	0.796
NC_046365.1	23370481	23370623	1	-0.159697	11	0.15	0.18	0.78394	0.94364
NC_046365.1	27981302	27981724	1	-0.278056	12	0.00029	0.0042	0.39611	0.67417
NC_046365.1	27985003	27985425	1	-0.277778	12	0.00034	0.0088	0.4	0.67778
NC_046365.1	31569691	31570010	1	-0.112889	15	0.16	0.047	0.75844	0.87133
NC_046365.1	31601067	31601386	1	-0.113111	15	0.16	0.047	0.75844	0.87156
NC_046365.1	31839462	31839542	1	0.280333	10	0.028	0.0086	0.75733	0.477
NC_046365.1	33173273	33173311	1	-0.235000	10	0.00079	0.0086	0.25633	0.49133
NC_046365.1	37377892	37378034	1	-0.160606	11	0.15	0.18	0.78394	0.94455
NC_046365.1	38553824	38553996	1	-0.130833	12	0.36	0.062	0.58222	0.71306
NC_046365.1	42439651	42439770	1	-0.183667	10	0.0019	0.038	0.23433	0.418
NC_046365.1	42911542	42911616	1	-0.143333	10	0.022	0.1	0.00033333	0.14367
NC_046365.1	43326611	43326677	1	-0.187179	13	0.0011	0.0069	0.33897	0.52615
NC_046366.1	661067	661178	1	-0.115641	13	0.27	0.17	0.54769	0.66333
NC_046366.1	1291588	1291830	1	-0.135667	10	0.31	0.054	0.69533	0.831
NC_046366.1	1357210	1357519	0.35	-0.218519	18	2.5e-06	5e-06	0.10426	0.32278
NC_046366.1	2403256	2403398	1	-0.176667	11	0.11	0.1	0.79061	0.96727
NC_046366.1	7060780	7060952	1	0.166000	10	0.043	0.23	0.57433	0.40833
NC_046366.1	14407724	14408060	1	-0.277000	10	0.02	0.018	0.47367	0.75067
NC_046366.1	17269944	17269991	1	0.214167	12	1.5e-05	1.6e-05	0.88	0.66583
NC_046366.1	24984807	24985000	1	-0.506333	10	1.1e-06	7e-05	0.07	0.57633
NC_046366.1	25611494	25611590	1	-0.110667	10	0.11	0.29	0.27367	0.38433
NC_046366.1	27585635	27585961	1	-0.280333	10	0.0054	0.002	0.359	0.63933
NC_046366.1	32856829	32856960	1	-0.203667	10	0.12	0.054	0.59367	0.79733
