JXMV01064381.1	6541	6569	1	0.155833	12	0.0033	0.034	0.84028	0.68444
JXMV01065711.1	1144	1348	1	-0.217667	10	0.12	0.074	0.57867	0.79633
KN805536.1	590233	590454	1	-0.226429	14	0.21	0.26	0.046905	0.27333
KN805539.1	606253	606450	1	-0.154848	11	0.0057	0.078	0.16394	0.31879
KN805550.1	220963	221228	1	0.265000	10	0.0001	0.00015	0.835	0.57
KN805555.1	60572	60703	1	-0.104667	10	0.13	0.23	0.001	0.10567
KN805555.1	390528	390796	1	-0.105000	10	0.95	0.18	0.70867	0.81367
KN805559.1	263613	264105	1	0.133333	10	0.062	0.23	0.77833	0.645
KN805575.1	138368	138733	1	0.154667	10	0.00023	0.0055	0.86533	0.71067
KN805588.1	472879	473167	1	-0.109000	10	0.14	0.18	0.53767	0.64667
KN805600.1	171712	171770	1	0.153000	10	0.0031	0.013	0.154	0.001
KN805600.1	378394	378816	1	0.151333	10	0.18	0.23	0.322	0.17067
KN805604.1	1635378	1635590	1	-0.205111	15	0.056	0.0091	0.44711	0.65222
KN805619.1	209095	209344	1	-0.119000	10	0.48	0.13	0.75067	0.86967
KN805629.1	388786	389201	1	0.133333	10	0.081	0.18	0.69933	0.566
KN805636.1	549841	550022	1	-0.209111	15	0.036	0.029	0.61022	0.81933
KN805637.1	464494	464771	1	-0.276970	11	2.4e-05	0.0033	0.13424	0.41121
KN805643.1	433449	433668	1	0.162333	10	0.16	0.27	0.452	0.28967
KN805658.1	191778	192035	1	0.114000	10	0.00037	0.0037	0.91467	0.80067
KN805663.1	195168	195236	1	-0.209167	12	0.0038	0.0087	0.0030556	0.21222
KN805670.1	474431	474489	1	0.151000	10	0.0068	0.018	0.951	0.8
KN805677.1	133202	133478	1	-0.168000	10	0.34	0.37	0.67233	0.84033
KN805683.1	263121	263278	1	-0.109000	10	0.56	0.85	0.63533	0.74433
KN805684.1	424571	425054	1	-0.137667	10	0.21	0.23	0.63633	0.774
KN805692.1	350884	350939	1	-0.366333	10	5e-07	0.00012	0.049333	0.41567
KN805698.1	1788912	1788983	1	-0.169667	10	0.0014	0.0037	0.738	0.90767
KN805698.1	2807933	2807957	1	0.224000	10	0.0028	0.054	0.806	0.582
KN805705.1	440839	440877	1	-0.195556	12	0.072	0.012	0.55472	0.75028
KN805726.1	474463	474589	1	-0.118788	11	0.45	0.29	0.64818	0.76697
KN805758.1	260808	260908	1	-0.152121	11	0.042	0.042	0.64879	0.80091
KN805767.1	433115	433247	1	-0.135333	10	8.4e-05	0.00012	0.020667	0.156
KN805792.1	275302	275436	0.26	-0.344615	13	4e-06	6.3e-06	0.28513	0.62974
KN805796.1	321669	321773	1	-0.144667	10	0.0085	0.0083	0.71367	0.85833
